Category 	 ID 	 Algorithm 	 idRun 	 HV 	 Time
C1	_2_3	bd2	6	0.0188	2926.61
C1	_2_3	bd2	7	0.11804	2888.83
C1	_2_3	bd2	8	0.19424	2887.17
C1	_2_3	bd2	9	0.0	2883.47
C1	_2_3	bd2	10	0.0	2950.06
C1	_2_3	bd2	11	0.0	2908.97
C1	_2_3	bd2	12	0.0	2913.47
C1	_2_3	bd2	13	0.0	2900.2
C1	_2_3	bd2	14	0.93137	2791.6
C1	_2_3	bd2	15	0.28152	2883.02
C1	_2_3	bd2	16	0.0	2880.77
C1	_2_3	bd2	17	0.0	2880.44
C1	_2_3	bd2	18	0.0	2889.15
C1	_2_3	bd2	19	0.0	2920.54
C1	_2_3	bd2	20	0.44594	2892.0
C1	_2_3	bd2	21	0.0	2881.95
C1	_2_3	bd2	22	0.0	2880.27
C1	_2_3	bd2	23	0.0	2882.37
C1	_2_3	bd2	24	0.0	2901.97
C1	_2_3	bd2	25	0.40092	2882.55
C1	_2_3	bd2	26	0.0	2894.24
C1	_2_3	bd2	27	0.0	2888.65
C1	_2_3	bd2	28	0.12056	2901.69
C1	_2_3	bd2	29	0.0	2907.95
C1	_2_3	bd2	30	0.02279	2880.3
C1	_2_3	bd3	1	0.0	2950.23
C1	_2_3	bd3	2	0.0	2915.62
C1	_2_3	bd3	3	0.11356	2896.29
C1	_2_3	bd3	4	0.26207	2891.45
C1	_2_3	bd3	5	0.0	2880.62
C1	_2_3	bd3	6	0.0	2880.17
C1	_2_3	bd3	7	0.0	2881.01
C1	_2_3	bd3	8	0.0	2881.05
C1	_2_3	bd3	9	0.0032	2909.46
C1	_2_3	bd3	10	0.0	2917.8
C1	_2_3	bd3	11	0.0	2880.08
C1	_2_3	bd3	12	0.0	2881.35
C1	_2_3	bd3	13	0.04007	2881.54
C1	_2_3	bd3	14	0.0	2922.28
C1	_2_3	bd3	15	0.30667	2889.76
C1	_2_3	bd3	16	0.0	2885.51
C1	_2_3	bd3	17	0.0	2883.68
C1	_2_3	bd3	18	0.0	2910.63
C1	_2_3	bd3	19	0.0	2898.77
C1	_2_3	bd3	20	0.0	2883.53
C1	_2_3	bd3	21	0.0	2888.65
C1	_2_3	bd3	22	0.05212	2881.54
C1	_2_3	bd3	23	0.23992	2908.09
C1	_2_3	bd3	24	0.02366	2908.48
C1	_2_3	bd3	25	0.40742	2927.79
C1	_2_3	bd3	26	0.0	3054.21
C1	_2_3	bd3	27	0.0	3001.32
C1	_2_3	bd3	28	0.4515	2880.32
C1	_2_3	bd3	29	0.82207	2840.36
C1	_2_3	bd3	30	0.0	2880.4
C1	_2_3	fbd1	1	1.19021	1150.72
C1	_2_3	fbd1	2	1.05634	1228.21
C1	_2_3	fbd1	3	0.88898	1460.07
C1	_2_3	fbd1	4	1.13399	1376.16
C1	_2_3	fbd1	5	0.98415	1603.85
C1	_2_3	fbd1	6	1.13425	934.19
C1	_2_3	fbd1	7	1.0945	1089.63
C1	_2_3	fbd1	8	1.09449	1432.27
C1	_2_3	fbd1	9	1.03193	1115.96
C1	_2_3	fbd1	10	0.90498	1319.85
C1	_2_3	fbd1	11	1.17003	1142.01
C1	_2_3	fbd1	12	1.10847	967.91
C1	_2_3	fbd1	13	1.08183	1221.99
C1	_2_3	fbd1	14	1.10327	1562.07
C1	_2_3	fbd1	15	0.8688	1587.4
C1	_2_3	fbd1	16	1.16395	1244.66
C1	_2_3	fbd1	17	1.11101	1136.52
C1	_2_3	fbd1	18	1.0786	1177.02
C1	_2_3	fbd1	19	1.09319	1203.07
C1	_2_3	fbd1	20	1.11229	1142.7
C1	_2_3	fbd1	21	1.07014	1449.42
C1	_2_3	fbd1	22	1.06956	1301.49
C1	_2_3	fbd1	23	1.04164	1197.93
C1	_2_3	fbd1	24	1.12957	1186.23
C1	_2_3	fbd1	25	0.92264	1114.05
C1	_2_3	fbd1	26	1.14037	1153.38
C1	_2_3	fbd1	27	1.02604	1589.92
C1	_2_3	fbd1	28	1.07073	1493.61
C1	_2_3	fbd1	29	0.99049	975.33
C1	_2_3	fbd1	30	1.04527	1293.63
C1	_2_3	fbd2	1	1.13622	1574.59
C1	_2_3	fbd2	2	1.19989	1648.36
C1	_2_3	fbd2	3	1.05899	1716.13
C1	_2_3	fbd2	4	1.18293	1326.84
C1	_2_3	fbd2	5	1.19546	1487.96
C1	_2_3	fbd2	6	0.96708	946.37
C1	_2_3	fbd2	7	1.14007	1224.07
C1	_2_3	fbd2	8	1.16608	1531.9
C1	_2_3	fbd2	9	1.20188	1315.19
C1	_2_3	fbd2	10	1.19622	1448.17
C1	_2_3	fbd2	11	1.02678	2209.52
C1	_2_3	fbd2	12	1.01902	2169.65
C1	_2_3	fbd2	13	1.0471	1981.42
C1	_2_3	fbd2	14	0.98128	2416.62
C1	_2_3	fbd2	15	0.843	2684.41
C1	_2_3	fbd2	16	1.13461	1233.13
C1	_2_3	fbd2	17	0.90297	1650.89
C1	_2_3	fbd2	18	1.03979	1460.27
C1	_2_3	fbd2	19	1.12644	1254.48
C1	_2_3	fbd2	20	1.03214	1391.6
C1	_2_3	fbd2	21	1.19422	1348.13
C1	_2_3	fbd2	22	1.14964	1445.53
C1	_2_3	fbd2	23	1.11851	1530.14
